,vehicleno,start,Customer City,s,ChargeIn,ChargeOut
3166,M7RKR0801LCA00458,2023-01-16 05:40:00,Kolhapur,1,50-60,70-80
3167,M7RKR0801LCA00458,2023-01-16 07:50:00,Kolhapur,1,60-70,80-90
3168,M7RKR0801LCA00458,2023-01-16 16:01:00,Kolhapur,1,40-50,90-100
3169,M7RKR0801LCA00458,2023-01-17 16:28:00,Kolhapur,1,0-10,90-100
3170,M7RKR0801LCA00458,2023-01-18 16:54:00,Kolhapur,1,40-50,90-100
3171,M7RKR0801LCA00458,2023-01-19 06:04:00,Kolhapur,1,40-50,80-90
3172,M7RKR0801LCA00459,2023-01-11 10:40:00,Pune,1,40-50,40-50
3173,M7RKR0801LCA00459,2023-01-11 11:26:00,Pune,1,40-50,90-100
3174,M7RKR0801LCA00459,2023-01-13 07:17:00,Pune,1,10-20,90-100
3175,M7RKR0801LCA00459,2023-01-15 16:24:00,Pune,1,40-50,90-100
3176,M7RKR0801LCA00459,2023-01-16 14:50:00,Pune,1,30-40,90-100
3177,M7RKR0801LCA00460,2023-01-10 14:37:00,Pune,1,60-70,90-100
3178,M7RKR0801LCA00461,2023-01-08 12:26:00,Pune,1,80-90,90-100
3179,M7RKR0801LCA00461,2023-01-09 08:16:00,Pune,1,50-60,90-100
3180,M7RKR0801LCA00461,2023-01-10 08:05:00,Pune,1,40-50,40-50
3181,M7RKR0801LCA00461,2023-01-10 08:55:00,Pune,1,30-40,70-80
3182,M7RKR0801LCA00461,2023-01-11 00:59:00,Pune,1,50-60,90-100
3183,M7RKR0801LCA00461,2023-01-11 08:05:00,Pune,1,80-90,90-100
3184,M7RKR0801LCA00461,2023-01-11 14:56:00,Pune,1,80-90,90-100
3185,M7RKR0801LCA00461,2023-01-12 07:14:00,Pune,1,80-90,90-100
3186,M7RKR0801LCA00461,2023-01-12 14:37:00,Pune,1,80-90,90-100
3187,M7RKR0801LCA00461,2023-01-13 07:47:00,Pune,1,80-90,90-100
3188,M7RKR0801LCA00461,2023-01-13 14:39:00,Pune,1,70-80,90-100
3189,M7RKR0801LCA00461,2023-01-14 06:57:00,Pune,1,80-90,90-100
3190,M7RKR0801LCA00461,2023-01-14 14:27:00,Pune,1,80-90,90-100
3191,M7RKR0801LCA00461,2023-01-16 02:42:00,Pune,1,70-80,90-100
3192,M7RKR0801LCA00461,2023-01-16 16:49:00,Pune,1,20-30,30-40
3193,M7RKR0801LCA00461,2023-01-17 07:53:00,Pune,1,40-50,80-90
3194,M7RKR0801LCA00461,2023-01-18 10:02:00,Pune,1,40-50,50-60
3195,M7RKR0801LCA00461,2023-01-18 15:34:00,Pune,1,40-50,70-80
3196,M7RKR0801LCA00461,2023-01-19 07:52:00,Pune,1,60-70,90-100
3197,M7RKR0801LCA00461,2023-01-19 14:56:00,Pune,1,80-90,90-100
3198,M7RKR0801LCA00462,2023-01-08 12:09:00,Pune,1,50-60,80-90
3199,M7RKR0801LCA00462,2023-01-09 06:22:00,Pune,1,80-90,90-100
3200,M7RKR0801LCA00462,2023-01-11 06:33:00,Pune,1,60-70,90-100
3201,M7RKR0801LCA00462,2023-01-16 09:29:00,Pune,1,30-40,60-70
3202,M7RKR0801LCA00462,2023-01-17 15:42:00,Pune,1,10-20,30-40
3203,M7RKR0801LCA00463,2023-01-09 14:49:00,Pune,1,20-30,70-80
3204,M7RKR0801LCA00463,2023-01-10 04:36:00,Pune,1,70-80,80-90
3205,M7RKR0801LCA00463,2023-01-10 08:18:00,Pune,1,80-90,90-100
3206,M7RKR0801LCA00463,2023-01-10 18:03:00,Pune,1,40-50,40-50
3207,M7RKR0801LCA00463,2023-01-11 03:31:00,Pune,1,0-10,80-90
3208,M7RKR0801LCA00463,2023-01-11 13:08:00,Pune,1,40-50,70-80
3209,M7RKR0801LCA00463,2023-01-11 18:07:00,Pune,1,20-30,90-100
3210,M7RKR0801LCA00463,2023-01-12 12:11:00,Pune,1,30-40,70-80
3211,M7RKR0801LCA00463,2023-01-13 12:38:00,Pune,1,30-40,60-70
3212,M7RKR0801LCA00463,2023-01-15 18:24:00,Pune,1,0-10,90-100
3213,M7RKR0801LCA00463,2023-01-16 05:53:00,Pune,1,40-50,90-100
3214,M7RKR0801LCA00463,2023-01-17 06:54:00,Pune,1,40-50,70-80
3215,M7RKR0801LCA00463,2023-01-17 12:24:00,Pune,1,40-50,80-90
3216,M7RKR0801LCA00463,2023-01-18 12:10:00,Pune,1,10-20,60-70
3217,M7RKR0801LCA00463,2023-01-19 06:00:00,Pune,1,40-50,80-90
3218,M7RKR0801LCA00463,2023-01-19 13:11:00,Pune,1,40-50,80-90
3219,M7RKR0801LCA00464,2023-01-12 04:22:00,Pune,1,30-40,90-100
3220,M7RKR0801LCA00464,2023-01-18 11:59:00,Pune,1,80-90,90-100
3221,M7RKR0801LCA00464,2023-01-19 13:43:00,Pune,1,70-80,80-90
3222,M7RKR0801LCA00465,2023-01-18 04:18:00,Amravati,1,40-50,60-70
3223,M7RKR0801LCA00465,2023-01-18 06:32:00,Amravati,1,60-70,70-80
3224,M7RKR0801LCA00465,2023-01-18 07:44:00,Amravati,1,60-70,90-100
3225,M7RKR0801LCA00465,2023-01-19 03:52:00,Amravati,1,80-90,90-100
3226,M7RKR0801LCA00465,2023-01-19 11:30:00,Amravati,1,70-80,90-100
3227,M7RKR0801LCA00467,2023-01-08 08:44:00,Pune,1,70-80,90-100
3228,M7RKR0801LCA00467,2023-01-09 07:13:00,Pune,1,60-70,70-80
3229,M7RKR0801LCA00467,2023-01-10 08:57:00,Pune,1,60-70,90-100
3230,M7RKR0801LCA00467,2023-01-10 14:47:00,Pune,1,80-90,90-100
3231,M7RKR0801LCA00467,2023-01-11 03:09:00,Pune,1,70-80,90-100
3232,M7RKR0801LCA00467,2023-01-12 02:08:00,Pune,1,80-90,80-90
3233,M7RKR0801LCA00467,2023-01-12 03:21:00,Pune,1,80-90,90-100
3234,M7RKR0801LCA00467,2023-01-12 11:35:00,Pune,1,70-80,80-90
3235,M7RKR0801LCA00467,2023-01-13 03:14:00,Pune,1,50-60,70-80
3236,M7RKR0801LCA00467,2023-01-13 07:43:00,Pune,1,40-50,90-100
3237,M7RKR0801LCA00467,2023-01-14 03:25:00,Pune,1,60-70,90-100
3238,M7RKR0801LCA00467,2023-01-16 03:16:00,Pune,1,50-60,80-90
3239,M7RKR0801LCA00467,2023-01-17 03:12:00,Pune,1,40-50,90-100
3240,M7RKR0801LCA00469,2023-01-11 09:28:00,Pune,1,50-60,80-90
3241,M7RKR0801LCA00469,2023-01-11 11:52:00,Pune,1,80-90,90-100
3242,M7RKR0801LCA00469,2023-01-11 16:04:00,Pune,1,80-90,90-100
3243,M7RKR0801LCA00469,2023-01-12 16:21:00,Pune,1,0-10,90-100
3244,M7RKR0801LCA00469,2023-01-13 04:59:00,Pune,1,70-80,90-100
3245,M7RKR0801LCA00469,2023-01-13 14:12:00,Pune,1,60-70,80-90
3246,M7RKR0801LCA00469,2023-01-13 18:53:00,Pune,1,30-40,90-100
3247,M7RKR0801LCA00469,2023-01-14 12:33:00,Pune,1,40-50,70-80
3248,M7RKR0801LCA00469,2023-01-14 18:14:00,Pune,1,40-50,90-100
3249,M7RKR0801LCA00469,2023-01-15 16:05:00,Pune,1,60-70,90-100
3250,M7RKR0801LCA00469,2023-01-16 07:53:00,Pune,1,70-80,90-100
3251,M7RKR0801LCA00469,2023-01-16 17:52:00,Pune,1,20-30,90-100
3252,M7RKR0801LCA00469,2023-01-17 12:19:00,Pune,1,40-50,60-70
3253,M7RKR0801LCA00469,2023-01-17 17:22:00,Pune,1,10-20,90-100
3254,M7RKR0801LCA00469,2023-01-18 09:20:00,Pune,1,50-60,90-100
3255,M7RKR0801LCA00469,2023-01-19 09:23:00,Pune,1,50-60,90-100
3256,M7RKR0801LCA00471,2023-01-03 13:14:00,,1,20-30,90-100
3257,M7RKR0801LCA00473,2023-01-01 17:01:00,Pune,1,10-20,90-100
3258,M7RKR0801LCA00473,2023-01-05 04:39:00,Pune,1,20-30,30-40
3259,M7RKR0801LCA00473,2023-01-05 05:56:00,Pune,1,30-40,30-40
3260,M7RKR0801LCA00473,2023-01-05 06:42:00,Pune,1,20-30,20-30
3261,M7RKR0801LCA00473,2023-01-05 11:19:00,Pune,1,10-20,50-60
3262,M7RKR0801LCA00473,2023-01-10 18:11:00,Pune,1,0-10,90-100
3263,M7RKR0801LCA00473,2023-01-12 18:06:00,Pune,1,0-10,90-100
3264,M7RKR0801LCA00473,2023-01-13 17:04:00,Pune,1,40-50,50-60
3265,M7RKR0801LCA00473,2023-01-14 21:22:00,Pune,1,10-20,90-100
3266,M7RKR0801LCA00473,2023-01-16 18:29:00,Pune,1,30-40,90-100
3267,M7RKR0801LCA00473,2023-01-17 15:33:00,Pune,1,50-60,90-100
3268,M7RKR0801LCA00473,2023-01-18 13:06:00,Pune,1,40-50,70-80
3269,M7RKR0801LCA00475,2023-01-02 05:24:00,Pune,1,10-20,90-100
3270,M7RKR0801LCA00475,2023-01-06 06:51:00,Pune,1,10-20,90-100
3271,M7RKR0801LCA00475,2023-01-11 09:43:00,Pune,1,40-50,70-80
3272,M7RKR0801LCA00475,2023-01-13 07:30:00,Pune,1,20-30,90-100
3273,M7RKR0801LCA00475,2023-01-19 09:13:00,Pune,1,20-30,50-60
3274,M7RKR0801LCA00476,2023-01-03 02:15:00,Pune,1,40-50,60-70
3275,M7RKR0801LCA00477,2023-01-01 15:39:00,Pune,1,0-10,90-100
3276,M7RKR0801LCA00477,2023-01-02 12:21:00,Pune,1,30-40,90-100
3277,M7RKR0801LCA00477,2023-01-03 16:32:00,Pune,1,50-60,90-100
3278,M7RKR0801LCA00477,2023-01-04 20:18:00,Pune,1,10-20,80-90
3279,M7RKR0801LCA00477,2023-01-05 02:44:00,Pune,1,80-90,90-100
3280,M7RKR0801LCA00477,2023-01-05 11:49:00,Pune,1,40-50,90-100
3281,M7RKR0801LCA00477,2023-01-06 14:08:00,Pune,1,50-60,90-100
3282,M7RKR0801LCA00477,2023-01-07 18:08:00,Pune,1,30-40,90-100
3283,M7RKR0801LCA00477,2023-01-08 03:38:00,Pune,1,90-100,90-100
3284,M7RKR0801LCA00477,2023-01-08 19:38:00,Pune,1,40-50,90-100
3285,M7RKR0801LCA00477,2023-01-09 16:18:00,Pune,1,50-60,90-100
3286,M7RKR0801LCA00477,2023-01-10 10:24:00,Pune,1,30-40,50-60
3287,M7RKR0801LCA00477,2023-01-10 14:49:00,Pune,1,30-40,90-100
3288,M7RKR0801LCA00477,2023-01-11 15:27:00,Pune,1,40-50,90-100
3289,M7RKR0801LCA00477,2023-01-13 15:55:00,Pune,1,20-30,90-100
3290,M7RKR0801LCA00477,2023-01-14 12:53:00,Pune,1,10-20,90-100
3291,M7RKR0801LCA00477,2023-01-15 16:34:00,Pune,1,60-70,90-100
3292,M7RKR0801LCA00477,2023-01-16 06:44:00,Pune,1,30-40,50-60
3293,M7RKR0801LCA00477,2023-01-16 15:41:00,Pune,1,20-30,90-100
3294,M7RKR0801LCA00477,2023-01-17 12:21:00,Pune,1,20-30,60-70
3295,M7RKR0801LCA00477,2023-01-17 15:49:00,Pune,1,40-50,90-100
3296,M7RKR0801LCA00477,2023-01-18 15:13:00,Pune,1,30-40,90-100
3297,M7RKR0801LCA00479,2023-01-02 17:10:00,Pune,1,20-30,90-100
3298,M7RKR0801LCA00479,2023-01-05 14:17:00,Pune,1,10-20,90-100
3299,M7RKR0801LCA00479,2023-01-07 17:07:00,Pune,1,0-10,90-100
3300,M7RKR0801LCA00479,2023-01-09 14:24:00,Pune,1,0-10,90-100
3301,M7RKR0801LCA00479,2023-01-11 17:59:00,Pune,1,20-30,90-100
3302,M7RKR0801LCA00479,2023-01-14 18:26:00,Pune,1,20-30,90-100
3303,M7RKR0801LCA00479,2023-01-17 16:13:00,Pune,1,0-10,90-100
3304,M7RKR0801LCA00480,2023-01-03 13:44:00,Pune,1,10-20,80-90
3305,M7RKR0801LCA00480,2023-01-04 13:56:00,Pune,1,50-60,90-100
3306,M7RKR0801LCA00480,2023-01-05 14:20:00,Pune,1,50-60,90-100
3307,M7RKR0801LCA00480,2023-01-06 13:43:00,Pune,1,50-60,90-100
3308,M7RKR0801LCA00480,2023-01-07 11:46:00,Pune,1,50-60,90-100
3309,M7RKR0801LCA00480,2023-01-09 13:51:00,Pune,1,50-60,90-100
3310,M7RKR0801LCA00480,2023-01-10 14:01:00,Pune,1,50-60,90-100
3311,M7RKR0801LCA00480,2023-01-12 15:33:00,Pune,1,50-60,90-100
3312,M7RKR0801LCA00480,2023-01-13 13:17:00,Pune,1,40-50,90-100
3313,M7RKR0801LCA00480,2023-01-14 13:57:00,Pune,1,40-50,90-100
3314,M7RKR0801LCA00480,2023-01-16 14:00:00,Pune,1,60-70,90-100
3315,M7RKR0801LCA00480,2023-01-17 16:36:00,Pune,1,50-60,60-70
3316,M7RKR0801LCA00480,2023-01-18 00:31:00,Pune,1,60-70,90-100
3317,M7RKR0801LCA00480,2023-01-19 13:58:00,Pune,1,40-50,90-100
3318,M7RKR0801LCA00481,2023-01-02 08:07:00,Pune,1,0-10,60-70
3319,M7RKR0801LCA00481,2023-01-03 07:09:00,Pune,1,20-30,90-100
3320,M7RKR0801LCA00481,2023-01-04 05:36:00,Pune,1,50-60,90-100
3321,M7RKR0801LCA00481,2023-01-07 05:44:00,Pune,1,60-70,90-100
3322,M7RKR0801LCA00481,2023-01-09 07:25:00,Pune,1,40-50,90-100
3323,M7RKR0801LCA00481,2023-01-10 05:19:00,Pune,1,50-60,90-100
3324,M7RKR0801LCA00481,2023-01-11 05:24:00,Pune,1,50-60,90-100
3325,M7RKR0801LCA00481,2023-01-13 07:08:00,Pune,1,40-50,90-100
3326,M7RKR0801LCA00481,2023-01-15 06:01:00,Pune,1,20-30,90-100
3327,M7RKR0801LCA00481,2023-01-17 05:35:00,Pune,1,10-20,20-30
3328,M7RKR0801LCA00481,2023-01-17 06:36:00,Pune,1,20-30,90-100
3329,M7RKR0801LCA00481,2023-01-18 05:43:00,Pune,1,40-50,90-100
3330,M7RKR0801LCA00482,2023-01-01 23:04:00,Pune,1,90-100,90-100
3331,M7RKR0801LCA00482,2023-01-03 11:58:00,Pune,1,20-30,30-40
3332,M7RKR0801LCA00482,2023-01-03 16:42:00,Pune,1,10-20,90-100
3333,M7RKR0801LCA00482,2023-01-04 18:12:00,Pune,1,50-60,90-100
3334,M7RKR0801LCA00482,2023-01-06 16:48:00,Pune,1,30-40,90-100
3335,M7RKR0801LCA00482,2023-01-07 16:28:00,Pune,1,60-70,90-100
3336,M7RKR0801LCA00482,2023-01-08 16:22:00,Pune,1,40-50,90-100
3337,M7RKR0801LCA00482,2023-01-09 16:33:00,Pune,1,30-40,90-100
3338,M7RKR0801LCA00482,2023-01-10 17:23:00,Pune,1,50-60,90-100
3339,M7RKR0801LCA00482,2023-01-11 16:46:00,Pune,1,40-50,90-100
3340,M7RKR0801LCA00482,2023-01-14 17:27:00,Pune,1,20-30,80-90
3341,M7RKR0801LCA00482,2023-01-16 06:18:00,Pune,1,30-40,70-80
3342,M7RKR0801LCA00482,2023-01-17 11:06:00,Pune,1,20-30,90-100
3343,M7RKR0801LCA00482,2023-01-18 17:30:00,Pune,1,0-10,30-40
3344,M7RKR0801LCA00482,2023-01-19 13:02:00,Pune,1,20-30,20-30
3345,M7RKR0801LCA00482,2023-01-19 13:49:00,Pune,1,20-30,20-30
3346,M7RKR0801LCA00483,2023-01-02 14:33:00,Pune,1,0-10,90-100
3347,M7RKR0801LCA00483,2023-01-03 13:38:00,Pune,1,60-70,90-100
3348,M7RKR0801LCA00483,2023-01-04 14:28:00,Pune,1,70-80,90-100
3349,M7RKR0801LCA00483,2023-01-05 14:35:00,Pune,1,60-70,90-100
3350,M7RKR0801LCA00483,2023-01-06 17:13:00,Pune,1,60-70,90-100
3351,M7RKR0801LCA00483,2023-01-07 12:46:00,Pune,1,20-30,90-100
3352,M7RKR0801LCA00483,2023-01-09 14:16:00,Pune,1,40-50,90-100
3353,M7RKR0801LCA00483,2023-01-10 12:09:00,Pune,1,70-80,90-100
3354,M7RKR0801LCA00483,2023-01-11 12:37:00,Pune,1,60-70,90-100
3355,M7RKR0801LCA00483,2023-01-12 14:14:00,Pune,1,80-90,90-100
3356,M7RKR0801LCA00483,2023-01-13 12:28:00,Pune,1,20-30,90-100
3357,M7RKR0801LCA00483,2023-01-14 14:16:00,Pune,1,20-30,20-30
3358,M7RKR0801LCA00483,2023-01-14 15:34:00,Pune,1,20-30,90-100
3359,M7RKR0801LCA00483,2023-01-15 15:14:00,Pune,1,30-40,90-100
3360,M7RKR0801LCA00483,2023-01-16 14:20:00,Pune,1,30-40,90-100
3361,M7RKR0801LCA00483,2023-01-17 15:06:00,Pune,1,0-10,90-100
3362,M7RKR0801LCA00483,2023-01-18 15:20:00,Pune,1,60-70,90-100
3363,M7RKR0801LCA00483,2023-01-19 14:33:00,Pune,1,60-70,90-100
3364,M7RKR0801LCA00484,2023-01-12 05:43:00,,1,40-50,90-100
3365,M7RKR0801LCA00485,2023-01-01 00:37:00,Pune,1,30-40,90-100
3366,M7RKR0801LCA00485,2023-01-02 00:02:00,Pune,1,20-30,60-70
3367,M7RKR0801LCA00485,2023-01-04 00:34:00,Pune,1,40-50,80-90
3368,M7RKR0801LCA00485,2023-01-05 00:28:00,Pune,1,40-50,80-90
3369,M7RKR0801LCA00485,2023-01-06 00:29:00,Pune,1,50-60,80-90
3370,M7RKR0801LCA00485,2023-01-07 00:31:00,Pune,1,60-70,90-100
3371,M7RKR0801LCA00485,2023-01-08 00:32:00,Pune,1,30-40,80-90
3372,M7RKR0801LCA00485,2023-01-09 00:31:00,Pune,1,70-80,90-100
3373,M7RKR0801LCA00485,2023-01-12 00:32:00,Pune,1,30-40,60-70
3374,M7RKR0801LCA00485,2023-01-14 00:34:00,Pune,1,30-40,80-90
3375,M7RKR0801LCA00485,2023-01-15 16:26:00,Pune,1,40-50,60-70
3376,M7RKR0801LCA00485,2023-01-18 00:31:00,Pune,1,30-40,50-60
3377,M7RKR0801LCA00485,2023-01-18 03:20:00,Pune,1,50-60,90-100
3378,M7RKR0801LCA00485,2023-01-18 13:44:00,Pune,1,70-80,80-90
3379,M7RKR0801LCA00485,2023-01-19 14:16:00,Pune,1,50-60,50-60
3380,M7RKR0801LCA00486,2023-01-02 17:45:00,Pune,1,0-10,90-100
3381,M7RKR0801LCA00486,2023-01-03 19:11:00,Pune,1,40-50,90-100
3382,M7RKR0801LCA00486,2023-01-05 02:23:00,Pune,1,60-70,80-90
3383,M7RKR0801LCA00486,2023-01-06 16:49:00,Pune,1,50-60,80-90
3384,M7RKR0801LCA00486,2023-01-08 06:06:00,Pune,1,50-60,90-100
3385,M7RKR0801LCA00486,2023-01-08 14:15:00,Pune,1,60-70,90-100
3386,M7RKR0801LCA00486,2023-01-10 15:51:00,Pune,1,10-20,90-100
3387,M7RKR0801LCA00486,2023-01-12 16:10:00,Pune,1,20-30,90-100
3388,M7RKR0801LCA00486,2023-01-14 15:46:00,Pune,1,60-70,90-100
3389,M7RKR0801LCA00486,2023-01-15 17:34:00,Pune,1,40-50,90-100
3390,M7RKR0801LCA00486,2023-01-16 15:05:00,Pune,1,60-70,90-100
3391,M7RKR0801LCA00486,2023-01-17 14:51:00,Pune,1,70-80,90-100
3392,M7RKR0801LCA00486,2023-01-18 16:27:00,Pune,1,50-60,80-90
3393,M7RKR0801LCA00487,2023-01-02 14:00:00,Pune,1,30-40,90-100
3394,M7RKR0801LCA00487,2023-01-04 14:00:00,Pune,1,20-30,80-90
3395,M7RKR0801LCA00487,2023-01-05 14:00:00,Pune,1,30-40,70-80
3396,M7RKR0801LCA00487,2023-01-08 15:17:00,Pune,1,20-30,60-70
3397,M7RKR0801LCA00487,2023-01-10 02:10:00,Pune,1,50-60,80-90
3398,M7RKR0801LCA00487,2023-01-10 14:24:00,Pune,1,20-30,60-70
3399,M7RKR0801LCA00487,2023-01-11 03:39:00,Pune,1,80-90,80-90
3400,M7RKR0801LCA00487,2023-01-11 14:08:00,Pune,1,20-30,70-80
3401,M7RKR0801LCA00487,2023-01-12 14:35:00,Pune,1,30-40,80-90
3402,M7RKR0801LCA00487,2023-01-14 14:17:00,Pune,1,30-40,90-100
3403,M7RKR0801LCA00487,2023-01-15 14:41:00,Pune,1,20-30,80-90
3404,M7RKR0801LCA00487,2023-01-16 07:16:00,Pune,1,40-50,90-100
3405,M7RKR0801LCA00487,2023-01-17 13:52:00,Pune,1,30-40,90-100
3406,M7RKR0801LCA00487,2023-01-19 14:29:00,Pune,1,20-30,60-70
3407,M7RKR0801LCA00489,2022-12-31 20:11:00,Pune,1,20-30,90-100
3408,M7RKR0801LCA00489,2023-01-01 17:21:00,Pune,1,0-10,90-100
3409,M7RKR0801LCA00489,2023-01-02 19:08:00,Pune,1,40-50,90-100
3410,M7RKR0801LCA00489,2023-01-03 19:40:00,Pune,1,60-70,90-100
3411,M7RKR0801LCA00489,2023-01-04 20:09:00,Pune,1,50-60,90-100
3412,M7RKR0801LCA00489,2023-01-06 19:06:00,Pune,1,40-50,90-100
3413,M7RKR0801LCA00489,2023-01-07 20:03:00,Pune,1,60-70,90-100
3414,M7RKR0801LCA00489,2023-01-09 08:02:00,Pune,1,60-70,80-90
3415,M7RKR0801LCA00489,2023-01-10 18:50:00,Pune,1,60-70,90-100
3416,M7RKR0801LCA00489,2023-01-11 18:31:00,Pune,1,70-80,90-100
3417,M7RKR0801LCA00489,2023-01-13 10:47:00,Pune,1,20-30,90-100
3418,M7RKR0801LCA00489,2023-01-15 06:32:00,Pune,1,0-10,20-30
3419,M7RKR0801LCA00489,2023-01-15 13:34:00,Pune,1,10-20,30-40
3420,M7RKR0801LCA00489,2023-01-15 18:53:00,Pune,1,30-40,90-100
3421,M7RKR0801LCA00489,2023-01-16 18:45:00,Pune,1,70-80,90-100
3422,M7RKR0801LCA00489,2023-01-17 19:06:00,Pune,1,70-80,90-100
3423,M7RKR0801LCA00489,2023-01-18 19:19:00,Pune,1,40-50,90-100
3424,M7RKR0801LCA00490,2023-01-15 12:59:00,Bengaluru,1,60-70,90-100
3425,M7RKR0801LCA00491,2023-01-01 10:19:00,Pune,1,10-20,90-100
3426,M7RKR0801LCA00491,2023-01-02 06:31:00,Pune,1,50-60,70-80
3427,M7RKR0801LCA00491,2023-01-02 18:50:00,Pune,1,20-30,90-100
3428,M7RKR0801LCA00491,2023-01-03 18:51:00,Pune,1,50-60,90-100
3429,M7RKR0801LCA00491,2023-01-04 18:47:00,Pune,1,40-50,90-100
3430,M7RKR0801LCA00491,2023-01-05 18:49:00,Pune,1,20-30,90-100
3431,M7RKR0801LCA00491,2023-01-06 18:57:00,Pune,1,10-20,90-100
3432,M7RKR0801LCA00491,2023-01-08 15:00:00,Pune,1,30-40,50-60
3433,M7RKR0801LCA00491,2023-01-09 09:31:00,Pune,1,30-40,90-100
3434,M7RKR0801LCA00491,2023-01-10 09:06:00,Pune,1,20-30,90-100
3435,M7RKR0801LCA00491,2023-01-11 09:16:00,Pune,1,40-50,90-100
3436,M7RKR0801LCA00491,2023-01-12 10:43:00,Pune,1,30-40,90-100
3437,M7RKR0801LCA00491,2023-01-13 02:11:00,Pune,1,40-50,90-100
3438,M7RKR0801LCA00491,2023-01-16 03:13:00,Pune,1,50-60,90-100
3439,M7RKR0801LCA00491,2023-01-16 18:44:00,Pune,1,30-40,90-100
3440,M7RKR0801LCA00491,2023-01-18 02:18:00,Pune,1,30-40,90-100
3441,M7RKR0801LCA00491,2023-01-18 18:52:00,Pune,1,40-50,90-100
3442,M7RKR0801LCA00492,2023-01-18 06:57:00,,1,20-30,90-100
3443,M7RKR0801LCA00493,2023-01-14 10:47:00,Latur,1,30-40,50-60
3444,M7RKR0801LCA00493,2023-01-16 15:41:00,Latur,1,70-80,90-100
3445,M7RKR0801LCA00493,2023-01-17 14:42:00,Latur,1,10-20,90-100
3446,M7RKR0801LCA00493,2023-01-18 01:53:00,Latur,1,40-50,50-60
3447,M7RKR0801LCA00493,2023-01-18 04:43:00,Latur,1,30-40,40-50
3448,M7RKR0801LCA00493,2023-01-18 06:42:00,Latur,1,0-10,10-20
3449,M7RKR0801LCA00493,2023-01-18 07:44:00,Latur,1,0-10,10-20
3450,M7RKR0801LCA00493,2023-01-18 10:01:00,Latur,1,10-20,40-50
3451,M7RKR0801LCA00493,2023-01-18 14:15:00,Latur,1,30-40,60-70
3452,M7RKR0801LCA00493,2023-01-19 02:51:00,Latur,1,60-70,90-100
3453,M7RKR0801LCA00494,2023-01-06 05:45:00,Solapur,1,40-50,90-100
3454,M7RKR0801LCA00494,2023-01-06 15:47:00,Solapur,1,60-70,90-100
3455,M7RKR0801LCA00494,2023-01-07 17:10:00,Solapur,1,10-20,90-100
3456,M7RKR0801LCA00494,2023-01-08 19:03:00,Solapur,1,40-50,90-100
3457,M7RKR0801LCA00494,2023-01-09 07:16:00,Solapur,1,30-40,60-70
3458,M7RKR0801LCA00494,2023-01-09 16:54:00,Solapur,1,30-40,90-100
3459,M7RKR0801LCA00494,2023-01-10 16:51:00,Solapur,1,10-20,90-100
3460,M7RKR0801LCA00494,2023-01-11 16:28:00,Solapur,1,30-40,90-100
3461,M7RKR0801LCA00494,2023-01-12 17:06:00,Solapur,1,20-30,90-100
3462,M7RKR0801LCA00494,2023-01-13 07:40:00,Solapur,1,30-40,60-70
3463,M7RKR0801LCA00494,2023-01-13 17:23:00,Solapur,1,30-40,90-100
3464,M7RKR0801LCA00494,2023-01-14 16:53:00,Solapur,1,10-20,90-100
3465,M7RKR0801LCA00494,2023-01-15 15:46:00,Solapur,1,20-30,90-100
3466,M7RKR0801LCA00494,2023-01-16 07:15:00,Solapur,1,40-50,70-80
3467,M7RKR0801LCA00494,2023-01-16 17:14:00,Solapur,1,40-50,90-100
3468,M7RKR0801LCA00494,2023-01-17 07:36:00,Solapur,1,30-40,60-70
3469,M7RKR0801LCA00494,2023-01-17 16:56:00,Solapur,1,20-30,90-100
3470,M7RKR0801LCA00494,2023-01-18 17:07:00,Solapur,1,30-40,90-100
3471,M7RKR0801LCA00496,2023-01-07 08:32:00,,1,60-70,90-100
3472,M7RKR0801LCA00496,2023-01-11 14:02:00,,1,70-80,90-100
3473,M7RKR0801LCA00496,2023-01-12 14:06:00,,1,60-70,90-100
3474,M7RKR0801LCA00496,2023-01-13 13:22:00,,1,70-80,80-90
3475,M7RKR0801LCA00496,2023-01-14 16:52:00,,1,0-10,10-20
3476,M7RKR0801LCA00496,2023-01-16 12:52:00,,1,70-80,80-90
3477,M7RKR0801LCA00496,2023-01-17 12:09:00,,1,60-70,90-100
3478,M7RKR0801LCA00497,2023-01-05 11:23:00,,1,10-20,20-30
3479,M7RKR0801LCA00497,2023-01-09 11:53:00,,1,30-40,90-100
3480,M7RKR0801LCA00497,2023-01-12 03:33:00,,1,30-40,50-60
3481,M7RKR0801LCA00497,2023-01-14 17:05:00,,1,10-20,90-100
3482,M7RKR0801LCA00498,2023-01-04 10:02:00,Pune,1,20-30,20-30
3483,M7RKR0801LCA00498,2023-01-04 11:12:00,Pune,1,20-30,40-50
3484,M7RKR0801LCA00498,2023-01-06 17:03:00,Pune,1,20-30,90-100
3485,M7RKR0801LCA00498,2023-01-12 17:10:00,Pune,1,0-10,90-100
3486,M7RKR0801LCA00498,2023-01-13 17:03:00,Pune,1,30-40,60-70
3487,M7RKR0801LCA00498,2023-01-15 10:00:00,Pune,1,30-40,70-80
3488,M7RKR0801LCA00498,2023-01-16 10:33:00,Pune,1,10-20,80-90
3489,M7RKR0801LCA00498,2023-01-18 18:34:00,Pune,1,0-10,90-100
